label,backend,threads,sample,N,rows,cols,seed,repeat,success,attempts,collapses,propagations,rules_s,solve_s,total_s
terrain_N2,omp,1,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150810,0.00607178,14.8071,14.8071
terrain_N2,omp,1,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160217,0.00607178,15.9542,15.9542
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150594,0.00607178,7.63371,7.63372
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150606,0.00607178,7.80772,7.80774
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159850,0.00607178,8.77887,8.77895
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150636,0.00607178,4.23113,4.23114
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150649,0.00607178,4.22454,4.22455
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160028,0.00607178,5.00408,5.00418
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150852,0.00607178,2.37509,2.37511
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150799,0.00607178,2.41438,2.4144
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160195,0.00607178,2.78042,2.78053
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150815,0.00607178,2.62639,2.62641
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150769,0.00607178,2.79281,2.79288
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160166,0.00607178,2.9377,2.93789
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150847,0.00607178,7.83669,7.83675
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150760,0.00607178,7.80871,7.80877
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160162,0.00607178,8.19347,8.19367
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150849,0.00607178,19.6736,19.6737
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150779,0.00607178,19.5743,19.5744
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160167,0.00607178,20.2686,20.2687
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150871,0.00607178,14.6995,14.6996
