label,backend,threads,sample,N,rows,cols,seed,repeat,success,attempts,collapses,propagations,rules_s,solve_s,total_s
binary_L11_optims,omp,16,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256308,0.0062727,7.52849,7.52885
binary_L11_optims,omp,32,samples/binary_5x5.txt,2,256,256,42,0,1,1,32034,250539,0.0062727,15.8232,15.8241
binary_L11_optims,omp,32,samples/binary_5x5.txt,2,256,256,43,1,1,1,32680,253674,0.0062727,16.189,16.1894
binary_L11_optims,omp,32,samples/binary_5x5.txt,2,256,256,44,2,1,1,33241,256112,0.0062727,16.5446,16.545
binary_L11_optims,omp,32,samples/binary_5x5.txt,2,256,256,45,3,1,1,32531,253609,0.0062727,16.093,16.0933
binary_L11_optims,omp,32,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256312,0.0062727,16.5729,16.5733
binary_L11_optims,omp,64,samples/binary_5x5.txt,2,256,256,42,0,1,1,32034,250546,0.0062727,46.6207,46.6221
binary_L11_optims,omp,64,samples/binary_5x5.txt,2,256,256,43,1,1,1,32680,253675,0.0062727,47.4688,47.4691
binary_L11_optims,omp,64,samples/binary_5x5.txt,2,256,256,44,2,1,1,33241,256111,0.0062727,48.5611,48.5615
binary_L11_optims,omp,64,samples/binary_5x5.txt,2,256,256,45,3,1,1,32531,253610,0.0062727,47.6194,47.6197
binary_L11_optims,omp,64,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256306,0.0062727,48.581,48.5814
binary_L11_optims,omp,96,samples/binary_5x5.txt,2,256,256,42,0,1,1,32034,250548,0.0062727,98.98,98.9814
binary_L11_optims,omp,96,samples/binary_5x5.txt,2,256,256,43,1,1,1,32680,253674,0.0062727,99.9364,99.9366
binary_L11_optims,omp,96,samples/binary_5x5.txt,2,256,256,44,2,1,1,33241,256111,0.0062727,102.239,102.239
binary_L11_optims,omp,96,samples/binary_5x5.txt,2,256,256,45,3,1,1,32531,253612,0.0062727,99.4892,99.4894
binary_L11_optims,omp,96,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256310,0.0062727,101.619,101.619
binary_L11_optims,omp,192,samples/binary_5x5.txt,2,256,256,42,0,1,1,32034,250542,0.0062727,315.903,315.906
binary_L11_optims,omp,192,samples/binary_5x5.txt,2,256,256,43,1,1,1,32680,253675,0.0062727,304.147,304.148
binary_L11_optims,omp,192,samples/binary_5x5.txt,2,256,256,44,2,1,1,33241,256112,0.0062727,300.273,300.273
binary_L11_optims,omp,192,samples/binary_5x5.txt,2,256,256,45,3,1,1,32531,253608,0.0062727,296.618,296.618
binary_L11_optims,omp,192,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256312,0.0062727,305.453,305.453
binary_L11_optims,serial,1,samples/binary_5x5.txt,2,256,256,42,0,1,1,32034,250549,0.0062727,61.518,61.5183
binary_L11_optims,serial,1,samples/binary_5x5.txt,2,256,256,43,1,1,1,32680,253677,0.0062727,62.5389,62.5391
binary_L11_optims,serial,1,samples/binary_5x5.txt,2,256,256,44,2,1,1,33241,256116,0.0062727,62.8517,62.8519
binary_L11_optims,serial,1,samples/binary_5x5.txt,2,256,256,45,3,1,1,32531,253615,0.0062727,61.9667,61.9669
